frame,mother,father,patient
88,9.42808e-05,0.0036384,0.00496812
89,3.62618e-05,0.00485821,0.00571554
90,0.00012329,0.00662484,0.00211035
91,7.25237e-05,0.00724876,0.00092328
92,0.000137795,0.00736093,0.00189053
93,2.90095e-05,0.00473904,0.00290174
94,6.52713e-05,0.00311963,0.00404485
95,5.80189e-05,0.00304252,0.00558364
96,0.000101533,0.00218725,0.00430864
97,2.17571e-05,0.00121981,0.00382502
98,7.25237e-05,0.00124785,0.0046164
99,7.9776e-05,9.81457e-05,0.00162673
100,9.42808e-05,0.00017526,0.00180259
101,3.62618e-05,0.000637947,0.00360519
102,7.9776e-05,0.000392583,0.00378105
103,9.42808e-05,0.000364541,0.00417674
104,0.000101533,0.000560833,0.00466036
105,2.90095e-05,0.000154229,0.00250605
106,7.25237e-05,0.000119177,0.00105518
107,5.80189e-05,7.01041e-05,0.00193449
108,0.000145047,1.40208e-05,0.00127501
109,3.62618e-05,3.50521e-05,0.00180259
110,8.70284e-05,2.80416e-05,0.00351726
111,6.52713e-05,2.80416e-05,0.00298967
112,9.42808e-05,1.40208e-05,0.00263794
113,2.90095e-05,1.40208e-05,0.00496812
114,5.80189e-05,2.10312e-05,0.00250605
115,5.80189e-05,0,0.00404485
116,0.000101533,0,0.00457243
117,3.62618e-05,1.40208e-05,0.00496812
118,0.000101533,7.01041e-06,0.00426467
119,5.07666e-05,7.01041e-06,0.0058914
120,0.000174057,2.80416e-05,0.00259398
121,4.35142e-05,7.01041e-06,0.00193449
122,9.42808e-05,7.01041e-06,0.00290174
123,5.07666e-05,1.40208e-05,0.00417674
124,9.42808e-05,0,0.00545175
125,2.90095e-05,7.01041e-06,0.00637503
126,0.000137795,7.01041e-06,0.00716641
127,4.35142e-05,7.01041e-06,0.007694
128,7.25237e-05,2.10312e-05,0.0123104
129,2.90095e-05,7.01041e-06,0.00857331
130,6.52713e-05,1.40208e-05,0.00738624
131,9.42808e-05,0,0.0129259
132,7.9776e-05,1.40208e-05,0.0104199
133,2.90095e-05,0,0.0105957
134,8.70284e-05,0,0.0137173
135,0.000101533,7.01041e-06,0.012794
136,0.000137795,1.40208e-05,0.0135414
137,5.80189e-05,1.40208e-05,0.00945263
138,8.70284e-05,2.10312e-05,0.00413278
139,0.000116038,1.40208e-05,0.00395691
140,8.70284e-05,1.40208e-05,0.00844142
141,5.07666e-05,7.01041e-06,0.00940866
142,0.000130543,7.01041e-06,0.00998022
143,8.70284e-05,2.10312e-05,0.0113432
144,9.42808e-05,7.01041e-06,0.00989228
145,4.35142e-05,7.01041e-06,0.00932073
146,9.42808e-05,1.40208e-05,0.00808969
147,7.25237e-05,0.000140208,0.00606727
148,0.000101533,5.60833e-05,0.00408881
149,2.17571e-05,2.80416e-05,0.0060233
150,8.70284e-05,1.40208e-05,0.00712244
151,0.000130543,0,0.00914487
152,0.000159552,7.01041e-06,0.0129699
153,4.35142e-05,0,0.0116949
154,7.9776e-05,7.01041e-06,0.0107716
155,0.000101533,1.40208e-05,0.0119147
156,9.42808e-05,0,0.00510002
157,5.80189e-05,7.01041e-06,0.00488019
158,0.000130543,2.10312e-05,0.00681468
159,7.9776e-05,0,0.00830952
160,0.000159552,2.80416e-05,0.00795779
161,2.90095e-05,1.40208e-05,0.00852935
162,7.9776e-05,1.40208e-05,0.0074302
163,0.000101533,7.01041e-06,0.00808969
164,0.000137795,7.01041e-06,0.00721038
165,1.45047e-05,1.40208e-05,0.00351726
166,7.9776e-05,7.01041e-06,0.00136294
167,7.9776e-05,0,0.00422071
168,0.000108786,0,0.00457243
169,1.45047e-05,7.01041e-06,0.0061552
170,0.000101533,7.01041e-06,0.0092328
171,7.25237e-05,7.01041e-06,0.00813366
172,0.000108786,7.01041e-06,0.00848538
173,3.62618e-05,7.01041e-06,0.00536382
174,0.000130543,0,0.00316553
175,5.07666e-05,2.80416e-05,0.00237415
176,7.25237e-05,2.10312e-05,0.00457243
177,2.17571e-05,1.40208e-05,0.00531985
178,6.52713e-05,8.41249e-05,0.00703451
179,8.70284e-05,2.10312e-05,0.00778193
180,8.70284e-05,0,0.00905694
181,2.17571e-05,1.40208e-05,0.0075621
182,6.52713e-05,5.60833e-05,0.0108595
183,6.52713e-05,7.01041e-06,0.00822159
184,0.0001523,1.40208e-05,0.00883711
185,2.17571e-05,0,0.0121345
186,0.000108786,7.01041e-06,0.0121785
187,9.42808e-05,0,0.0137173
188,0.000116038,1.40208e-05,0.0153001
189,1.45047e-05,0,0.0103759
190,9.42808e-05,0,0.00765003
191,7.9776e-05,2.80416e-05,0.00976039
192,8.70284e-05,2.80416e-05,0.00637503
193,2.17571e-05,2.10312e-05,0.00795779
194,9.42808e-05,7.01041e-06,0.0117828
195,8.70284e-05,0,0.0105957
196,0.000116038,0,0.0118268
197,2.90095e-05,7.01041e-06,0.0119587
198,6.52713e-05,1.40208e-05,0.00795779
199,5.07666e-05,3.50521e-05,0.00795779
200,0.000116038,0,0.00571554
201,2.90095e-05,7.01041e-06,0.00233018
202,0.000101533,1.40208e-05,0.00351726
203,5.80189e-05,0,0.00597934
204,5.80189e-05,0,0.0061552
205,3.62618e-05,7.01041e-06,0.00725434
206,0.000101533,7.01041e-06,0.0092328
207,0.000130543,0,0.00694658
208,0.0001523,0,0.00523192
209,3.62618e-05,3.50521e-05,0.00567158
210,0.000116038,7.01041e-06,0.00233018
211,0.000108786,0,0.00281381
212,9.42808e-05,7.01041e-06,0.00527588
213,3.62618e-05,7.01041e-06,0.00619916
214,8.70284e-05,1.40208e-05,0.00659486
215,0.000116038,7.01041e-06,0.00874918
216,8.70284e-05,0,0.00624313
217,7.25237e-05,0,0.00510002
218,0.000116038,0,0.00422071
219,6.52713e-05,0,0.00233018
220,0.000166804,7.01041e-06,0.00391295
221,5.07666e-05,2.10312e-05,0.00641899
222,8.70284e-05,0,0.00685865
223,9.42808e-05,0,0.00791383
224,0.000159552,0,0.0131897
225,4.35142e-05,7.01041e-06,0.00962849
226,6.52713e-05,2.10312e-05,0.0078259
227,0.000145047,2.10312e-05,0.00795779
228,0.000130543,7.01041e-06,0.00382502
229,2.17571e-05,2.80416e-05,0.00382502
230,0.000130543,0.000133198,0.00852935
231,7.9776e-05,4.20625e-05,0.00580347
232,0.000137795,2.80416e-05,0.00646296
233,5.07666e-05,1.40208e-05,0.00857331
234,0.000101533,7.01041e-06,0.00518795
235,0.000101533,7.01041e-06,0.00492416
236,0.000137795,2.10312e-05,0.00404485
237,2.17571e-05,7.01041e-06,0.00189053
238,0.000116038,7.01041e-06,0.00206639
239,9.42808e-05,1.40208e-05,0.0043526
240,8.70284e-05,1.40208e-05,0.0060233
241,2.90095e-05,2.10312e-05,0.00540778
242,8.70284e-05,0.000224333,0.010288
243,7.25237e-05,0.000210312,0.0061552
244,9.42808e-05,0.000308458,0.00650692
245,2.17571e-05,0.000315468,0.00531985
246,0.00012329,0.000231344,0.0015388
247,5.80189e-05,9.11353e-05,0.00342933
248,0.000130543,8.41249e-05,0.00466036
249,7.25237e-05,2.80416e-05,0.00488019
250,9.42808e-05,0,0.0061552
251,5.80189e-05,7.01041e-06,0.00593537
252,9.42808e-05,7.01041e-06,0.00545175
253,4.35142e-05,1.40208e-05,0.00382502
254,0.000130543,1.40208e-05,0.0029457
255,7.9776e-05,7.01041e-06,0.0015388
256,0.000137795,0.000189281,0.00395691
257,2.90095e-05,0.000252375,0.00545175
258,5.80189e-05,0.000105156,0.00624313
259,7.9776e-05,2.10312e-05,0.00725434
260,0.000108786,1.40208e-05,0.00778193
261,2.90095e-05,1.40208e-05,0.00417674
262,7.9776e-05,0,0.00118707
263,5.80189e-05,2.10312e-05,0.00189053
264,8.70284e-05,1.40208e-05,0.00338536
265,4.35142e-05,7.01041e-06,0.00479226
266,0.000108786,7.01041e-06,0.00575951
267,9.42808e-05,0,0.0060233
268,9.42808e-05,0,0.00734227
269,3.62618e-05,0.000161239,0.00738624
270,5.80189e-05,6.30937e-05,0.00470433
271,0.000101533,7.01041e-06,0.00338536
272,0.000108786,1.40208e-05,0.00215432
273,3.62618e-05,2.80416e-05,0.00263794
274,7.9776e-05,7.01041e-06,0.00400088
275,6.52713e-05,7.01041e-06,0.00641899
276,0.000116038,2.10312e-05,0.00606727
277,4.35142e-05,2.80416e-05,0.00540778
278,7.9776e-05,1.40208e-05,0.00721038
279,0.000101533,0,0.00316553
280,0.000101533,7.01041e-06,0.00246208
281,4.35142e-05,7.01041e-06,0.00263794
282,0.000166804,0,0.00281381
283,6.52713e-05,7.01041e-06,0.00619916
284,8.70284e-05,1.40208e-05,0.00518795
285,2.90095e-05,1.40208e-05,0.00430864
286,8.70284e-05,0,0.00488019
287,8.70284e-05,7.01041e-06,0.00488019
288,9.42808e-05,7.01041e-06,0.0016707
289,2.90095e-05,0,0.0014069
290,7.25237e-05,1.40208e-05,0.00369312
291,7.25237e-05,7.01041e-06,0.00575951
292,8.70284e-05,7.01041e-06,0.00685865
293,2.90095e-05,7.01041e-06,0.0103759
294,0.000108786,0,0.0062871
295,6.52713e-05,0,0.00540778
296,9.42808e-05,7.01041e-06,0.00444054
297,1.45047e-05,7.01041e-06,0.00255001
298,0.000116038,0,0.00259398
299,5.07666e-05,7.01041e-06,0.00496812
300,8.70284e-05,0,0.00531985
301,7.25237e-06,0,0.00536382
302,0.000101533,7.01041e-06,0.00945263
303,7.9776e-05,7.01041e-06,0.00584744
304,0.000116038,0,0.0046164
305,4.35142e-05,7.01041e-06,0.00285777
306,6.52713e-05,0,0.00233018
307,5.80189e-05,7.01041e-06,0.00347329
308,0.000116038,7.01041e-06,0.00527588
309,2.90095e-05,0,0.00646296
310,7.9776e-05,7.01041e-06,0.00580347
311,7.25237e-05,0,0.00778193
312,9.42808e-05,0,0.00505606
313,7.25237e-06,0,0.00241811
314,7.9776e-05,0,0.00206639
315,0.000108786,7.01041e-06,0.00250605
316,0.000116038,7.01041e-06,0.00422071
317,5.07666e-05,1.40208e-05,0.00562761
318,8.70284e-05,0,0.00633106
319,7.25237e-05,0.000364541,0.00703451
320,9.42808e-05,0.000287427,0.00870521
321,4.35142e-05,0.000196291,0.00400088
322,8.70284e-05,6.30937e-05,0.00101121
323,0.000101533,5.60833e-05,0.00237415
324,7.9776e-05,2.10312e-05,0.00325346
325,5.80189e-05,7.01041e-06,0.00514399
326,0.000137795,7.01041e-06,0.00703451
327,0.000101533,3.50521e-05,0.0060233
328,0.0001523,7.01041e-06,0.00549571
329,5.80189e-05,0.000126187,0.00386898
330,7.25237e-05,8.41249e-05,0.00290174
331,0.000108786,3.50521e-05,0.0030776
332,7.25237e-05,7.71145e-05,0.00527588
333,5.80189e-05,7.01041e-06,0.00540778
334,9.42808e-05,0,0.00672675
335,5.80189e-05,0,0.00734227
336,0.00012329,0,0.0058914
337,1.45047e-05,0,0.00444054
338,7.25237e-05,7.01041e-06,0.00364915
339,6.52713e-05,0,0.00298967
340,0.00012329,0,0.00439657
341,5.07666e-05,0,0.00558364
342,0.000108786,1.40208e-05,0.0078259
343,7.25237e-05,1.40208e-05,0.00822159
344,7.25237e-05,0,0.00870521
345,2.17571e-05,7.01041e-06,0.0058914
346,8.70284e-05,0,0.00360519
347,9.42808e-05,2.10312e-05,0.00246208
348,5.80189e-05,1.40208e-05,0.00175863
349,6.52713e-05,0,0.00382502
350,0.000137795,7.01041e-06,0.00672675
351,0.00012329,1.40208e-05,0.00716641
352,8.70284e-05,7.01041e-06,0.00773796
353,3.62618e-05,7.01041e-06,0.008969
354,0.000116038,0,0.00650692
355,9.42808e-05,1.40208e-05,0.00457243
356,0.000413385,2.10312e-05,0.00202242
357,0.00179133,1.40208e-05,0.00237415
358,0.00226999,0,0.00518795
359,0.00203066,0,0.008969
360,0.00194363,7.01041e-06,0.00765003
361,0.00192188,2.10312e-05,0.00883711
362,0.00201616,7.01041e-06,0.00971642
363,0.00234251,7.01041e-06,0.00597934
364,0.00269063,7.01041e-06,0.00408881
365,0.00195089,2.10312e-05,0.00268191
366,0.00113137,2.80416e-05,0.0030776
367,0.000413385,7.01041e-06,0.00567158
368,0.000739742,0,0.0062871
369,0.000746994,0,0.00712244
370,0.000413385,0,0.00822159
371,0.000290095,7.01041e-06,0.00707848
372,0.000464152,7.01041e-06,0.00699055
373,0.00104434,7.01041e-06,0.00276984
374,0.000681723,7.01041e-06,0.0029457
375,0.000710732,0,0.00382502
376,0.000420637,0,0.00536382
377,0.00042789,0,0.00751814
378,0.000203066,2.80416e-05,0.00659486
379,0.000297347,1.40208e-05,0.00729831
380,0.00079776,0,0.0100242
381,0.00070348,7.01041e-06,0.00457243
382,0.000507666,0,0.00351726
383,0.00039888,2.10312e-05,0.0032095
384,0.000594694,1.40208e-05,0.00523192
385,0.000601947,0.000224333,0.00466036
386,0.000507666,0.000827228,0.00637503
387,0.000101533,0.000245364,0.00672675
388,0.000239328,0.000406604,0.00619916
389,0.000834022,0.000322479,0.00729831
390,0.000761499,7.71145e-05,0.00356122
391,0.000500413,1.40208e-05,0.00149483
392,0.000761499,7.01041e-06,0.00259398
393,0.000493161,1.40208e-05,0.00483623
394,0.000290095,2.10312e-05,0.00699055
395,0.000384375,7.01041e-06,0.00998022
396,0.00082677,7.01041e-06,0.00597934
397,0.00117488,2.10312e-05,0.00430864
398,0.00070348,2.10312e-05,0.00510002
399,0.000253833,2.10312e-05,0.00369312
400,0.000130543,0,0.0058914
401,7.25237e-05,7.01041e-06,0.0113432
402,0.000174057,7.01041e-06,0.00725434
403,0.000137795,2.10312e-05,0.00826555
404,0.000137795,3.50521e-05,0.00958452
405,0.000239328,1.40208e-05,0.00575951
406,0.000108786,0,0.00364915
407,7.9776e-05,7.01041e-06,0.00712244
408,0.000137795,1.40208e-05,0.00637503
409,7.25237e-05,0,0.00716641
410,0.000101533,1.40208e-05,0.0130138
411,9.42808e-05,0,0.00905694
412,8.70284e-05,0,0.00707848
413,7.9776e-05,1.40208e-05,0.00699055
414,0.000108786,7.01041e-06,0.00439657
415,8.70284e-05,1.40208e-05,0.00439657
416,0.000166804,7.01041e-06,0.0061552
417,5.07666e-05,0,0.00545175
418,0.000108786,0,0.00677072
419,7.9776e-05,0,0.00861728
420,0.000108786,1.40208e-05,0.00690262
421,4.35142e-05,7.01041e-06,0.00707848
422,9.42808e-05,7.01041e-06,0.00584744
423,0.000108786,7.01041e-06,0.00342933
424,0.000130543,0,0.0044845
425,4.35142e-05,1.40208e-05,0.00795779
426,9.42808e-05,1.40208e-05,0.00817762
427,0.000101533,1.40208e-05,0.00976039
428,0.000181309,7.01041e-06,0.00954056
429,4.35142e-05,7.01041e-06,0.00716641
430,7.9776e-05,0,0.00575951
431,6.52713e-05,2.10312e-05,0.00593537
432,8.70284e-05,1.40208e-05,0.00562761
433,2.90095e-05,7.01041e-06,0.00668279
434,7.9776e-05,2.80416e-05,0.0107276
435,0.000101533,0,0.00989228
436,5.80189e-05,0,0.008969
437,3.62618e-05,1.40208e-05,0.0112113
438,7.9776e-05,7.01041e-06,0.00571554
439,5.80189e-05,0,0.00206639
440,0.0001523,7.01041e-06,0.00255001
441,3.62618e-05,2.10312e-05,0.00452847
442,7.9776e-05,0,0.0060233
443,7.25237e-05,0,0.00646296
444,0.000130543,0,0.00567158
445,3.62618e-05,0,0.00479226
446,8.70284e-05,0,0.00452847
447,7.25237e-05,7.71145e-05,0.00246208
448,0.000145047,2.10312e-05,0.00263794
449,2.90095e-05,1.40208e-05,0.00575951
450,7.25237e-05,4.20625e-05,0.00505606
451,3.62618e-05,4.90729e-05,0.00681468
452,0.000116038,2.80416e-05,0.0074302
453,2.90095e-05,1.40208e-05,0.00505606
454,7.25237e-05,0,0.00193449
455,5.80189e-05,7.01041e-06,0.00219829
456,0.000116038,1.40208e-05,0.00189053
457,4.35142e-05,0,0.00386898
458,8.70284e-05,0,0.00650692
459,0.000101533,0,0.00611123
460,0.000116038,7.01041e-06,0.00514399
461,2.17571e-05,1.40208e-05,0.00729831
462,7.9776e-05,7.01041e-06,0.00351726
463,8.70284e-05,0,0.00206639
464,0.000145047,1.40208e-05,0.00219829
465,2.90095e-05,7.01041e-06,0.00303363
466,0.000108786,1.40208e-05,0.0046164
467,0.000101533,7.01041e-06,0.00531985
468,0.00012329,1.40208e-05,0.00510002
469,2.17571e-05,7.01041e-06,0.00488019
470,9.42808e-05,1.40208e-05,0.00492416
471,5.80189e-05,0,0.00246208
472,0.000188562,0,0.00131897
473,7.25237e-06,7.01041e-06,0.00567158
474,7.9776e-05,7.01041e-06,0.00510002
475,5.80189e-05,7.01041e-06,0.00545175
476,0.000101533,7.01041e-06,0.00712244
477,3.62618e-05,0,0.0047483
478,0.000108786,0,0.00356122
479,8.70284e-05,2.80416e-05,0.00272587
480,9.42808e-05,2.10312e-05,0.00131897
481,3.62618e-05,7.01041e-06,0.00219829
482,0.000130543,0,0.00527588
483,7.25237e-05,1.40208e-05,0.00492416
484,0.0001523,0,0.00611123
485,3.62618e-05,7.01041e-06,0.00694658
486,7.9776e-05,0,0.00329743
487,8.70284e-05,7.01041e-06,0.00255001
488,0.00012329,0,0.0014069
489,2.17571e-05,0,0.00228622
490,0.000108786,7.01041e-06,0.00395691
491,8.70284e-05,7.01041e-06,0.00716641
492,9.42808e-05,1.40208e-05,0.00439657
493,6.52713e-05,7.01041e-06,0.00276984
494,8.70284e-05,1.40208e-05,0.00342933
495,7.25237e-05,0,0.00118707
496,0.000101533,1.40208e-05,0.00184656
497,6.52713e-05,7.01041e-06,0.00501209
498,0.000101533,7.01041e-06,0.0044845
499,0.000116038,1.40208e-05,0.00439657
500,6.52713e-05,0,0.00822159
501,2.17571e-05,0,0.00373709
502,8.70284e-05,7.01041e-06,0.00255001
503,4.35142e-05,7.01041e-05,0.00452847
504,9.42808e-05,1.40208e-05,0.00466036
505,4.35142e-05,0,0.00505606
506,9.42808e-05,2.10312e-05,0.00646296
507,9.42808e-05,0,0.00488019
508,0.000145047,7.01041e-06,0.0044845
509,7.9776e-05,7.01041e-06,0.00360519
510,0.000108786,0,0.00114311
511,0.000239328,0,0.00193449
512,0.00102984,7.01041e-06,0.00268191
513,0.00203066,1.40208e-05,0.00422071
514,0.00295171,1.40208e-05,0.00430864
515,0.0048881,7.01041e-06,0.00633106
516,0.00650537,7.01041e-06,0.00386898
517,0.00899294,7.01041e-06,0.00246208
518,0.0105957,2.80416e-05,0.00193449
519,0.0128222,2.10312e-05,0.00228622
520,0.0148819,2.10312e-05,0.0043526
521,0.0167602,1.40208e-05,0.00536382
522,0.0187184,0,0.00492416
523,0.0211842,7.01041e-06,0.00501209
524,0.0239691,1.40208e-05,0.00470433
525,0.0264784,7.01041e-06,0.00202242
526,0.0288862,2.10312e-05,0.00114311
527,0.0294809,1.40208e-05,0.00215432
528,0.0302786,0,0.00369312
529,0.0318814,0,0.00430864
530,0.0357034,2.10312e-05,0.00479226
531,0.0392643,1.40208e-05,0.0047483
532,0.0419985,7.01041e-06,0.00426467
533,0.044399,1.40208e-05,0.00255001
534,0.043652,1.40208e-05,0.00105518
535,0.0423828,7.01041e-06,0.00211035
536,0.0400331,7.01041e-06,0.0058914
537,0.0377558,2.10312e-05,0.00505606
538,0.032904,0,0.00553968
539,0.028335,2.10312e-05,0.00545175
540,0.0256444,2.10312e-05,0.00395691
541,0.0273414,0,0.00215432
542,0.0280812,0,0.00246208
543,0.0262536,1.40208e-05,0.00255001
544,0.0285091,0,0.00400088
545,0.028451,0,0.00624313
546,0.0272399,7.01041e-06,0.00527588
547,0.0252745,0,0.00553968
548,0.0236355,7.01041e-06,0.00545175
549,0.0228885,0,0.00259398
550,0.0237515,0,0.0015388
551,0.0255428,2.80416e-05,0.00364915
552,0.0255283,1.40208e-05,0.00395691
553,0.0226854,1.40208e-05,0.00457243
554,0.0157376,4.20625e-05,0.00624313
555,0.0070348,0.000245364,0.00536382
556,0.00503314,0.000308458,0.00430864
557,0.00216846,0.000294437,0.00228622
558,0.000870284,0.000301448,0.00101121
559,0.00137795,8.41249e-05,0.00237415
560,0.00305325,0.000140208,0.00408881
561,0.00501139,7.01041e-06,0.00545175
562,0.00727413,4.20625e-05,0.00466036
563,0.0124523,0,0.00707848
564,0.0120462,7.01041e-06,0.00408881
565,0.00736115,2.10312e-05,0.00268191
566,0.00599046,7.01041e-06,0.00127501
567,0.00556982,7.01041e-06,0.00241811
568,0.0058164,7.01041e-06,0.00395691
569,0.00498963,0,0.00721038
570,0.00387276,1.40208e-05,0.00545175
571,0.00315478,2.80416e-05,0.00553968
572,0.00286469,2.10312e-05,0.00624313
573,0.00273414,2.10312e-05,0.00276984
574,0.00310401,0,0.00105518
575,0.00463426,7.01041e-06,0.00567158
576,0.00434417,7.01041e-06,0.00404485
577,0.00356091,0,0.00466036
578,0.00419187,0,0.00584744
579,0.003822,0,0.00558364
580,0.00279941,3.50521e-05,0.00501209
581,0.00230625,1.40208e-05,0.00342933
582,0.00176233,0,0.00127501
583,0.0010661,0,0.00316553
584,0.00126916,1.40208e-05,0.00545175
585,0.000630956,7.01041e-06,0.00510002
586,0.0010806,0,0.0060233
587,0.00114587,0,0.00712244
588,0.000921051,7.01041e-06,0.00378105
589,0.000848527,0,0.00118707
590,0.00141421,1.40208e-05,0.00123104
591,0.00168255,0,0.00303363
592,0.00297347,7.01041e-06,0.00479226
593,0.00451823,0,0.00668279
594,0.00411934,7.01041e-06,0.00567158
595,0.00366245,0,0.00553968
596,0.003075,7.01041e-06,0.00575951
597,0.00159552,7.01041e-06,0.00237415
598,0.00130543,2.10312e-05,0.00114311
599,0.00102984,1.40208e-05,0.00285777
600,0.000725237,7.01041e-06,0.00466036
601,0.000717984,6.30937e-05,0.00496812
602,0.00165354,0,0.00553968
603,0.00652713,0,0.00470433
604,0.0138085,0,0.00404485
605,0.0205822,2.10312e-05,0.00268191
606,0.0260723,1.40208e-05,0.00123104
607,0.0310474,1.40208e-05,0.00290174
608,0.030634,7.01041e-06,0.00457243
609,0.0288209,0,0.00470433
610,0.0234614,0,0.00514399
611,0.0192695,7.01041e-06,0.00567158
612,0.017645,1.40208e-05,0.00325346
613,0.0125031,7.01041e-06,0.00211035
614,0.00809364,7.01041e-06,0.00215432
615,0.00526522,7.01041e-06,0.00316553
616,0.00510567,2.10312e-05,0.00536382
617,0.00361893,7.01041e-06,0.00663882
618,0.00463426,7.01041e-06,0.00527588
619,0.00481557,7.01041e-06,0.00369312
620,0.00390903,1.40208e-05,0.00303363
621,0.00313302,7.01041e-06,0.00202242
622,0.00647636,7.01041e-06,0.00211035
623,0.00790508,2.80416e-05,0.00444054
624,0.00878262,2.10312e-05,0.0046164
625,0.00788332,0.000196291,0.00531985
626,0.00432241,0.000476708,0.0058914
627,0.00406133,0.0003365,0.00364915
628,0.00528698,0.0003365,0.0032095
629,0.00694777,0.000161239,0.00391295
630,0.00633857,2.80416e-05,0.00404485
631,0.0032273,1.40208e-05,0.0058914
632,0.00347388,2.80416e-05,0.00646296
633,0.00303874,7.01041e-06,0.0061552
634,0.00139971,7.01041e-06,0.00531985
635,0.00145773,0,0.00751814
636,0.0025891,1.40208e-05,0.00241811
637,0.00279941,0,0.00158277
638,0.0019944,0,0.00417674
639,0.00185661,1.40208e-05,0.00496812
640,0.00196539,7.01041e-06,0.00729831
641,0.0019944,7.01041e-06,0.00940866
642,0.00247306,7.01041e-06,0.00624313
643,0.00218296,1.40208e-05,0.00655089
644,0.00203066,0,0.00712244
645,0.00187836,2.10312e-05,0.0029457
646,0.00303874,1.40208e-05,0.00347329
647,0.00124741,7.01041e-06,0.00685865
648,0.000841275,7.01041e-06,0.00681468
649,0.0012329,0,0.0062871
650,0.00111686,7.01041e-06,0.00760607
651,0.000725237,1.40208e-05,0.00571554
652,0.00124741,1.40208e-05,0.00369312
653,0.00190737,7.01041e-06,0.00197846
654,0.0024513,7.01041e-06,0.00298967
655,0.00334334,1.40208e-05,0.00430864
656,0.00405407,7.01041e-06,0.00685865
