,Interval,Time_min,video,SSI_fa_ch,SSI_fa_mo,SSI_fa_mo_ch,SSI_mo_ch
47,48,7.83333333333,RAKA008,0.0539473418468,0.129481875466,0.12440339041,0.138413947788
48,49,8.0,RAKA008,0.0203903804199,0.0112330155612,0.0322019233311,0.0404553601329
49,50,8.16666666667,RAKA008,0.0184530453692,0.0509115446216,0.0697592857628,0.0816952386801
50,51,8.33333333333,RAKA008,0.137425269566,0.0387725419781,0.0824536546884,0.00777415854331
51,52,8.5,RAKA008,0.0056602428263,0.00492874717955,0.0407118506897,0.0876832337706
52,53,8.66666666667,RAKA008,0.0882336928216,0.00277146528112,0.0383826861192,0.000564938992296
53,54,8.83333333333,RAKA008,0.00369247007202,0.0391814436203,0.020630331123,0.00497506948328
54,55,9.0,RAKA008,1.28980850063e-05,0.0135694321459,0.00617165560471,0.00106736311256
55,56,9.16666666667,RAKA008,0.195413353516,0.0721133350905,0.146439127934,0.113845515173
56,57,9.33333333333,RAKA008,0.13975360839,0.00519114429953,0.106521225571,0.111516192256
57,58,9.5,RAKA008,0.0892161237153,0.0829230860538,0.0754551982138,0.0164622877156
58,59,9.66666666667,RAKA008,0.000639536997181,0.102803335602,0.0676695755769,0.0522335603191
59,60,9.83333333333,RAKA008,0.00562950922634,0.0192645162547,0.0136638770843,0.00645989837678
60,61,10.0,RAKA008,0.0177527227928,0.217185632929,0.099029084477,0.00116485291241
61,62,10.1666666667,RAKA008,0.0340893121571,0.189914969064,0.10422902895,0.037110139944
62,63,10.3333333333,RAKA008,0.0245291927962,0.0729054364936,0.0470319250134,0.0082598596156
63,64,10.5,RAKA008,0.0898728528842,0.0471370700876,0.0578829609979,0.00232392322076
64,65,10.6666666667,RAKA008,0.0276880202262,0.108516717454,0.0791419063662,0.0641988830759
65,66,10.8333333333,RAKA008,0.112122950662,0.198021711415,0.16190771109,0.117165882694
66,67,11.0,RAKA008,0.0283295982932,0.0101101346979,0.0175098549647,0.00208337540042
67,68,11.1666666667,RAKA008,0.00208207899893,0.0703044843707,0.0374697074436,0.0180033799922
68,69,11.3333333333,RAKA008,0.0659145663243,0.0216313632067,0.0636136840253,0.049877737053
69,70,11.5,RAKA008,0.000782592285049,0.0700927979793,0.0320107328173,0.00569477570268
70,71,11.6666666667,RAKA008,0.00110988653161,0.14347293049,0.0818081208337,0.0430889871263
71,72,11.8333333333,RAKA008,0.0822815863796,0.000642715548911,0.0458400755776,0.0264336990747
72,73,12.0,RAKA008,0.0151540715376,0.00925276818264,0.0110949660511,0.00259671186739
73,74,12.1666666667,RAKA008,7.40723429569e-05,0.161793567587,0.0736861595833,0.0118266970562
74,75,12.3333333333,RAKA008,0.139345957371,0.072147667757,0.0918542787641,0.0174428220542
75,76,12.5,RAKA008,0.107163741661,0.0650372982093,0.0803472110919,0.0321219860263
76,77,12.6666666667,RAKA008,0.00801842974928,0.00598224498234,0.0250785473196,0.0471165538024
77,78,12.8333333333,RAKA008,0.00662219823145,0.141496195225,0.0855931265387,0.0602173883605
78,79,13.0,RAKA008,0.0140414265852,0.000619924101074,0.00899406484333,0.00696317245854
79,80,13.1666666667,RAKA008,0.0143273056685,0.0310825883612,0.0473658983603,0.0725070080458
80,81,13.3333333333,RAKA008,0.093372393674,0.0636076507586,0.0690789536695,0.00098322700178
81,82,13.5,RAKA008,0.0525960511858,0.428051199674,0.290032235026,0.245293367522
82,83,13.6666666667,RAKA008,0.00552726036126,0.00410283931338,0.0093186934472,0.0131050599882
83,84,13.8333333333,RAKA008,0.00706331324307,0.000591789668718,0.00353411924424,0.000811135002188
84,85,14.0,RAKA008,0.05235622502,0.00216009628992,0.0326253692446,0.0205703077102
85,86,14.1666666667,RAKA008,0.153244914602,0.000116091599823,0.0765974887145,0.0274684338914
86,87,14.3333333333,RAKA008,1.69328202009e-05,0.00429705921264,0.00569583436576,0.00923969896598
87,88,14.5,RAKA008,0.0194307272269,0.214152382724,0.100174146135,0.0098473147575
88,89,14.6666666667,RAKA008,0.00411002137691,0.0485587716125,0.0372679863043,0.0318867843284
89,90,14.8333333333,RAKA008,0.00602468048193,0.00734928813621,0.0314735795243,0.0590590924376
90,91,15.0,RAKA008,0.16693613478,0.014245673591,0.13144576992,0.141792903295
91,92,15.1666666667,RAKA008,1.16344397135e-05,0.00580721051494,0.0916718877841,0.211308600833
92,93,15.3333333333,RAKA008,0.0118409304742,0.00036391632368,0.00534119521665,0.000545966539705
