"","video","frame_index","slidedFather","slidedMother","slidedTherapist","slidedPatient"
"1","F1044L.VOB",1,NA,NA,0.003266188,0.0008546522
"2","F1044L.VOB",2,NA,NA,0.00367338,0.00049235346
"3","F1044L.VOB",3,NA,NA,0.003257526,0.00040410146
"4","F1044L.VOB",4,NA,NA,0.002945636,0.00033210646
"5","F1044L.VOB",5,NA,NA,0.003534764,0.00038784466
"6","F1044L.VOB",6,NA,NA,0.003058264,0.00059918426
"7","F1044L.VOB",7,NA,NA,0.002737708,0.000803557
"8","F1044L.VOB",8,NA,NA,0.00298029,0.0009150332
"9","F1044L.VOB",9,NA,NA,0.002703054,0.0008894864
"10","F1044L.VOB",10,NA,NA,0.002469136,0.0007617532
"11","F1044L.VOB",11,NA,NA,0.002772364,0.000524867
"12","F1044L.VOB",12,NA,NA,0.00290232,0.000341396
"13","F1044L.VOB",13,NA,NA,0.00299762,0.0002856578
"14","F1044L.VOB",14,NA,NA,0.00321421,0.00019972826
"15","F1044L.VOB",15,NA,NA,0.003014946,0.00015560216
"16","F1044L.VOB",16,NA,NA,0.002919646,0.00016721436
"17","F1044L.VOB",17,NA,NA,0.003283518,0.00028798036
"18","F1044L.VOB",18,NA,NA,0.003101582,0.00032513916
"19","F1044L.VOB",19,NA,NA,0.00321421,0.0006154419
"20","F1044L.VOB",20,NA,NA,0.003196882,0.0007269182
"21","F1044L.VOB",21,NA,NA,0.003066928,0.0007362078
"22","F1044L.VOB",22,NA,NA,0.002884992,0.0006479558
"23","F1044L.VOB",23,NA,NA,0.003448128,0.00052486742
"24","F1044L.VOB",24,NA,NA,0.003257528,0.0002461768
"25","F1044L.VOB",25,NA,NA,0.003526102,0.0001741816
"26","F1044L.VOB",26,NA,NA,0.003742692,0.0001904386
"27","F1044L.VOB",27,NA,NA,0.003560756,0.0002252748
"28","F1044L.VOB",28,NA,NA,0.003266192,0.00035765278
"29","F1044L.VOB",29,NA,NA,0.003578082,0.0007269174
"30","F1044L.VOB",30,NA,NA,0.003500108,0.0010961822
"31","F1044L.VOB",31,NA,NA,0.003630062,0.001172822
"32","F1044L.VOB",32,NA,NA,0.003439462,0.0011542428
"33","F1044L.VOB",33,NA,NA,0.003257526,0.001045089
"34","F1044L.VOB",34,NA,NA,0.003240198,0.0006990486
"35","F1044L.VOB",35,NA,NA,0.003404808,0.0003042372
"36","F1044L.VOB",36,NA,NA,0.003040936,0.00017185922
"37","F1044L.VOB",37,NA,NA,0.003604072,0.00013237802
"38","F1044L.VOB",38,NA,NA,0.003474118,0.00012773322
"39","F1044L.VOB",39,NA,NA,0.002936974,9.754172e-05
"40","F1044L.VOB",40,NA,NA,0.002798356,9.05745e-05
"41","F1044L.VOB",41,NA,NA,0.003231538,0.00013005568
"42","F1044L.VOB",42,NA,NA,0.00273771,9.754172e-05
"43","F1044L.VOB",43,NA,NA,0.002824346,0.00011147632
"44","F1044L.VOB",44,NA,NA,0.00292831,9.986422e-05
"45","F1044L.VOB",45,NA,NA,0.002936974,9.057452e-05
"46","F1044L.VOB",46,NA,NA,0.002625082,9.986412e-05
"47","F1044L.VOB",47,NA,NA,0.002884992,0.00012541068
"48","F1044L.VOB",48,NA,NA,0.002910982,0.00013934508
"49","F1044L.VOB",49,NA,NA,0.0032402,0.00022991948
"50","F1044L.VOB",50,NA,NA,0.003058262,0.0002415316
"51","F1044L.VOB",51,NA,NA,0.002971626,0.0002252748
"52","F1044L.VOB",52,NA,NA,0.002971626,0.0002299198
"53","F1044L.VOB",53,NA,NA,0.003257526,0.000209018
"54","F1044L.VOB",54,NA,NA,0.002902316,0.000164892
"55","F1044L.VOB",55,NA,NA,0.002850334,0.0001718592
"56","F1044L.VOB",56,NA,NA,0.002781026,0.0001486349
"57","F1044L.VOB",57,NA,NA,0.002486462,0.00013237788
"58","F1044L.VOB",58,NA,NA,0.002512454,0.00017185908
"59","F1044L.VOB",59,NA,NA,0.003153564,0.00031584928
