"","video","frame_index","slidedMother","slidedPatient","slidedTherapist","logSlidedFather","logSlidedMother","logSlidedPatient","logSlidedTherapist"
"1","F1044N",1,5.552152e-05,0.00737009,0.004084172,NA,10.675481215491,15.0710502735234,14.4904640105984
"2","F1044N",2,2.961152e-05,0.00759269,0.004146458,NA,10.4889436487146,15.1043092335795,14.5095261049412
"3","F1044N",3,3.70144e-05,0.007515792,0.003995192,NA,10.257894588528,15.0925955815369,14.4676559427854
"4","F1044N",4,7.03274e-05,0.008033842,0.003941804,NA,10.518389707812,15.1630705166119,14.4552808333477
"5","F1044N",5,0.00012584904,0.009239934,0.003852824,NA,10.9079260045158,15.2793307011315,14.4344285823719
"6","F1044N",6,0.00019617648,0.010255794,0.004262132,NA,11.3452262031442,15.3604230665001,14.5113978930867
"7","F1044N",7,0.00035533848,0.012574884,0.005062952,NA,11.6489509436995,15.5512253732776,14.666235885832
"8","F1044N",8,0.0003960544,0.014545914,0.005285402,NA,12.0233117115905,15.7381331578161,14.7251376504305
"9","F1044N",9,0.00037384572,0.0156144,0.005036258,NA,11.8035890137102,15.8336943592765,14.6544094394944
"10","F1044N",10,0.00030351832,0.01617696,0.004956176,NA,11.7427140582554,15.8710926599273,14.6335813334243
"11","F1044N",11,0.00021838512,0.01581674,0.004457888,NA,11.5775705965978,15.8459351290628,14.5350858377444
"12","F1044N",12,0.00010364052,0.01419782,0.004030784,NA,11.1521401743009,15.7337963231605,14.4673116653043
"13","F1044N",13,0.00014065492,0.01308076,0.004208744,NA,11.3423215528405,15.6494338835817,14.5044551722115
"14","F1044N",14,0.0001480578,0.01176539,0.004262132,NA,11.5125967607625,15.5233516063517,14.5218575043696
"15","F1044N",15,0.0001480578,0.00953535,0.004164254,NA,11.5125967607625,15.2979042453014,14.4930495453895
"16","F1044N",16,0.0003183242,0.007155562,0.004146458,NA,11.8672704765189,14.8643946871443,14.4884516298645
"17","F1044N",17,0.0005145008,0.00531811,0.003817232,NA,12.2896403717722,14.4804090597995,14.4139706102402
"18","F1044N",18,0.0007106776,0.0033025736,0.003568088,NA,12.5884504156075,13.8937901675478,14.3597955008902
"19","F1044N",19,0.000806915,0.001930549,0.003799436,NA,13.0445876514702,13.3978870417835,14.4214559384681
