,Interval,Time_min,video,SSI_fa_ch,SSI_fa_mo,SSI_fa_mo_ch,SSI_mo_ch
57,58,9.5,RAKA008,0.141516867791,0.009921566943,0.0823432790128,0.0321253863553
58,59,9.66666666667,RAKA008,0.0403608703001,0.306537307455,0.177608788696,0.10135744405
59,60,9.83333333333,RAKA008,0.00763138304816,0.248876901574,0.107994703677,0.000624588475879
60,61,10.0,RAKA008,0.114011055787,0.272902893209,0.165033783853,0.0202407196784
61,62,10.1666666667,RAKA008,0.131866798137,0.209501923313,0.149263502286,0.0376543247986
62,63,10.3333333333,RAKA008,0.0111633725104,0.114055277863,0.0585040683926,0.0182536372424
63,64,10.5,RAKA008,0.0162278493447,0.0987312115552,0.0643088103032,0.02703729069
64,65,10.6666666667,RAKA008,0.0140720873653,0.132909770163,0.066401227615,0.015791014826
65,66,10.8333333333,RAKA008,0.20808913693,0.235248396538,0.21310680732,0.125226269216
66,67,11.0,RAKA008,0.126260835748,0.000525078113345,0.0534942415381,0.00020088952679
67,68,11.1666666667,RAKA008,0.00493958069617,0.209750461509,0.0942408070457,0.0122293716815
68,69,11.3333333333,RAKA008,0.0226898859473,0.0405513123961,0.0540928041974,0.0542079063982
69,70,11.5,RAKA008,0.147226241703,0.0278882697512,0.0757129036991,0.000614357578891
70,71,11.6666666667,RAKA008,0.0260866003871,0.0626110571827,0.0381301297655,0.00424480248362
71,72,11.8333333333,RAKA008,0.0619418034429,0.0573853722531,0.0628689462905,0.0414856544251
72,73,12.0,RAKA008,0.00455772475574,0.0649555759926,0.0342736652829,0.0138620549788
73,74,12.1666666667,RAKA008,0.0637756858525,0.647894404524,0.311571184764,0.0650512707983
74,75,12.3333333333,RAKA008,0.149180869011,0.0781293908179,0.0970012118371,0.0112632767832
75,76,12.5,RAKA008,0.0140388979315,0.00347992167122,0.0123458425661,0.010848456918
76,77,12.6666666667,RAKA008,0.0108534338508,0.0957348469069,0.10790848741,0.157927031009
77,78,12.8333333333,RAKA008,0.000114042907186,0.0428504629178,0.128883306951,0.258737603982
78,79,13.0,RAKA008,0.0011704023841,0.000242624831091,0.00852595859642,0.0189316665684
79,80,13.1666666667,RAKA008,0.014662902369,2.57294412215e-05,0.0110487170834,0.0115780630293
80,81,13.3333333333,RAKA008,0.128512387295,0.0115508699961,0.0665065784369,0.0112052534361
81,82,13.5,RAKA008,0.0251331698557,0.372719446524,0.245625164406,0.0973926169873
82,83,13.6666666667,RAKA008,0.00414437424542,0.0421592437905,0.0245445530466,0.0135402242479
83,84,13.8333333333,RAKA008,0.0223455568454,0.319702925093,0.164088201579,0.0631399118594
84,85,14.0,RAKA008,0.0234392379319,0.00147214960252,0.0223393246353,0.0290534747235
85,86,14.1666666667,RAKA008,0.00672516007012,0.0785964626895,0.0903804208023,0.113707001938
86,87,14.3333333333,RAKA008,0.217632135767,6.58645337865e-05,0.0915754128996,3.63665637915e-05
87,88,14.5,RAKA008,0.00565896118066,0.200362268519,0.0967341801171,0.0279173474157
88,89,14.6666666667,RAKA008,0.0298010291247,0.051425797138,0.0414275748295,0.0109601788656
89,90,14.8333333333,RAKA008,0.0326382249141,0.153428572505,0.117734257181,0.112857929087
90,91,15.0,RAKA008,0.0345835407521,0.0431082781833,0.0599513071777,0.0747041705306
91,92,15.1666666667,RAKA008,0.101842365362,0.0244209822307,0.117916658257,0.169713770085
92,93,15.3333333333,RAKA008,0.0337482436723,0.00382638651573,0.0176330502682,0.003422605429
