,Interval,Time_min,video,SSI_fa_ch,SSI_fa_mo,SSI_fa_mo_ch,SSI_mo_ch
0,1,0.0,RAKA008,0.00260607268155,0.00528835243564,0.00335593936094,4.73443101281e-05
1,2,0.166666666667,RAKA008,0.000758218718243,0.0964128339985,0.0644951304878,0.0559705678932
2,3,0.333333333333,RAKA008,0.0026138983828,0.674318126285,0.285957074512,0.00017410828368
3,4,0.5,RAKA008,0.0245567136551,0.0169329336077,0.0796534708758,0.1549384921
4,5,0.666666666667,RAKA008,0.00416730496343,0.122639175632,0.0579456001703,0.00767298932084
5,6,0.833333333333,RAKA008,0.0448308589802,0.0402805428447,0.0385652246829,0.00278731821397
6,7,1.0,RAKA008,0.0416085225996,0.0298156768786,0.177662006034,0.367390536589
7,8,1.16666666667,RAKA008,0.135379239355,0.0437245306026,0.124293884793,0.139960370492
8,9,1.33333333333,RAKA008,1.3147066985e-05,0.0187064571802,0.0084106099114,0.0012859571496
9,10,1.5,RAKA008,0.0888942843535,0.0449242275519,0.118394088507,0.169493397155
10,11,1.66666666667,RAKA008,0.0102861026607,0.00107184062204,0.00589443915857,0.00244288344306
11,12,1.83333333333,RAKA008,0.124419505162,0.207185993875,0.209732225165,0.2278362828
12,13,2.0,RAKA008,0.013047262009,0.0162891240356,0.0369808154393,0.0535308280667
13,14,2.16666666667,RAKA008,0.00670158439543,0.00543687862833,0.0127251856347,0.0170557484615
14,15,2.33333333333,RAKA008,0.039637938601,0.0769658487699,0.0680238970433,0.0294908649375
15,16,2.5,RAKA008,4.87527203663e-06,0.0098010806079,0.106054339249,0.24118723798
16,17,2.66666666667,RAKA008,0.127096602027,0.070116179751,0.103535818652,0.0711260618763
17,18,2.83333333333,RAKA008,0.054343350044,0.0328192952849,0.056694065916,0.0571214935085
18,19,3.0,RAKA008,0.0158352962414,0.00674827475032,0.134891360541,0.302385867839
19,20,3.16666666667,RAKA008,0.146573589883,0.229479589753,0.180899862377,0.101280338882
20,21,3.33333333333,RAKA008,0.0115816163164,0.222271189083,0.101480890273,0.00234671042619
21,22,3.5,RAKA008,0.012708728981,0.023874956636,0.0173881093248,0.00615348308407
22,23,3.66666666667,RAKA008,0.132707819919,0.0919873320787,0.0972735817864,0.0180351474985
23,24,3.83333333333,RAKA008,0.0898385296377,9.43242130969e-06,0.0775697419412,0.0906989751795
24,25,4.0,RAKA008,0.121514389305,0.0771554615632,0.0841553858683,0.00189071922063
25,26,4.16666666667,RAKA008,0.0102357284566,0.0757131331406,0.0541799589149,0.0481759190587
26,27,4.33333333333,RAKA008,0.159842599543,7.2543060384e-05,0.092264666234,0.0537843650009
27,28,4.5,RAKA008,0.0405667322397,0.0280027056613,0.0448614309875,0.0449758558519
28,29,4.66666666667,RAKA008,0.180843275838,0.109492385781,0.149165546796,0.0199062690944
29,30,4.83333333333,RAKA008,0.0961495054268,0.024027239383,0.0614016629155,0.0158794587588
30,31,5.0,RAKA008,0.00677003375544,0.00658248337517,0.0349000044956,0.0670258952832
31,32,5.16666666667,RAKA008,0.0552787915089,0.00010005870932,0.026760333636,0.00777909206892
32,33,5.33333333333,RAKA008,0.374263882745,0.351029062537,0.412005709622,0.424832718752
33,34,5.5,RAKA008,0.311816058728,0.031542893712,0.198022281227,0.150351805873
34,35,5.66666666667,RAKA008,0.0526790229314,0.152930777359,0.0871188287935,0.00573713375651
35,36,5.83333333333,RAKA008,0.033457248841,0.0232374661848,0.052887340078,0.0584446295201
36,37,6.0,RAKA008,0.191492871211,0.0955435090642,0.122512072599,0.00178449306184
37,38,6.16666666667,RAKA008,0.0053779964295,0.116671348167,0.0604819622916,0.0163091945199
38,39,6.33333333333,RAKA008,0.249396690347,0.264985347483,0.258619973212,0.186812489377
39,40,6.5,RAKA008,0.265996078624,0.33689709309,0.305074896667,0.231380793029
40,41,6.66666666667,RAKA008,0.012536905315,0.134165320077,0.132564824227,0.177582205155
41,42,6.83333333333,RAKA008,0.101108237647,0.120262827719,0.0948775184508,0.0134270609236
42,43,7.0,RAKA008,0.435530283479,0.110664640273,0.237413225944,0.0538573031667
43,44,7.16666666667,RAKA008,0.035719863978,0.412054837251,0.209297321829,0.0731667232943
44,45,7.33333333333,RAKA008,0.000713168955916,0.467045474365,0.205771424229,0.0194084514721
45,46,7.5,RAKA008,0.140539871881,0.171819919713,0.226247393389,0.291432260048
46,47,7.66666666667,RAKA008,0.0218881405549,0.0367474766884,0.0460712093278,0.0419811062639
47,48,7.83333333333,RAKA008,0.225788600032,0.422497352934,0.281455610291,0.0724000513315
48,49,8.0,RAKA008,0.010746692859,0.00244427408922,0.00696568840753,0.00300482932
49,50,8.16666666667,RAKA008,0.0376412621915,0.00775777268042,0.0332432264644,0.0292447173373
50,51,8.33333333333,RAKA008,0.134147698928,0.363099736043,0.219868954497,0.000485061131131
51,52,8.5,RAKA008,0.04486049507,0.0431881628106,0.0383581651328,0.00625832921711
52,53,8.66666666667,RAKA008,0.10636270631,0.0890279264074,0.0861714800775,0.000778893630628
53,54,8.83333333333,RAKA008,0.0209229536575,0.0076950874729,0.0629614566381,0.113814916084
54,55,9.0,RAKA008,0.0140842998343,0.118996381137,0.063897465884,0.0246105689752
55,56,9.16666666667,RAKA008,0.352011482963,0.420419510396,0.345211429791,0.147570695577
56,57,9.33333333333,RAKA008,0.283526754666,0.155985513824,0.206527831387,0.105091377476
